WILAYAH,KECAMATAN,NAMA FASKES (Rumah Sakit dan Puskesmas),Jenis Penyakit,Februari,latitude,longitude
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,2,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,"Endokrin, nutrisi dan gangguan metabolik",37,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Gangguan jiwa dan perilaku,2,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyakit yang mengenai sistem syaraf,15,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyakit mata dan adnexa,26,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyakit telinga dan mastoid,48,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyakit pada sistem sirkulasi,31,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyakit pada sistem pernafasan,289,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyakit pada sistem pencernaan,294,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyakit pada kulit dan jaringan subcutaneous,38,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyakit pada sistem musculoskletal,112,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyakit pada sistem saluran kemih dan genital,17,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Kehamilan dan kelahiran,2,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Keadaan yang berasal dari periode perinatal,0,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,"Malformasi kongenital, deformasi dan kelainan chromosom",0,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",95,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,"Keracunan, cedera dan beberapa penyebab yang dari luar",61,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Penyebab morbiditas dan kematian eksternal,1,-7.3315249,112.69002720464968
Surabaya Selatan,Wiyung,Puskesmas Balas Klumprik,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,293,-7.3315249,112.69002720464968
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit Infeksi dan parasit,101,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Neoplasma,12,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,3,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,"Endokrin, nutrisi dan gangguan metabolik",74,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Gangguan jiwa dan perilaku,21,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit yang mengenai sistem syaraf,46,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit mata dan adnexa,67,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit telinga dan mastoid,44,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit pada sistem sirkulasi,123,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit pada sistem pernafasan,355,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit pada sistem pencernaan,434,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit pada kulit dan jaringan subcutaneous,83,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit pada sistem musculoskletal,113,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyakit pada sistem saluran kemih dan genital,26,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Kehamilan dan kelahiran,14,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Keadaan yang berasal dari periode perinatal,3,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,"Malformasi kongenital, deformasi dan kelainan chromosom",1,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",90,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,"Keracunan, cedera dan beberapa penyebab yang dari luar",48,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Penyebab morbiditas dan kematian eksternal,1,-7.2592288499999995,112.6783010204094
Surabaya Barat,Tandes,Puskesmas Balongsari,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,556,-7.2592288499999995,112.6783010204094
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit Infeksi dan parasit,3,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Neoplasma,0,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,0,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,"Endokrin, nutrisi dan gangguan metabolik",5,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Gangguan jiwa dan perilaku,1,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit yang mengenai sistem syaraf,3,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit mata dan adnexa,2,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit telinga dan mastoid,1,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit pada sistem sirkulasi,7,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit pada sistem pernafasan,22,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit pada sistem pencernaan,204,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit pada kulit dan jaringan subcutaneous,2,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit pada sistem musculoskletal,5,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyakit pada sistem saluran kemih dan genital,3,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Kehamilan dan kelahiran,0,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Keadaan yang berasal dari periode perinatal,0,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,"Malformasi kongenital, deformasi dan kelainan chromosom",0,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",5,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,"Keracunan, cedera dan beberapa penyebab yang dari luar",8,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Penyebab morbiditas dan kematian eksternal,0,-7.32492005,112.65610895
Surabaya Barat,Lakarsantri,Puskesmas Bangkingan,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,45,-7.32492005,112.65610895
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit Infeksi dan parasit,101,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Neoplasma,11,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,3,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,"Endokrin, nutrisi dan gangguan metabolik",32,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Gangguan jiwa dan perilaku,18,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit yang mengenai sistem syaraf,23,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit mata dan adnexa,56,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit telinga dan mastoid,26,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit pada sistem sirkulasi,36,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit pada sistem pernafasan,436,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit pada sistem pencernaan,446,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit pada kulit dan jaringan subcutaneous,85,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit pada sistem musculoskletal,107,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyakit pada sistem saluran kemih dan genital,33,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Kehamilan dan kelahiran,8,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Keadaan yang berasal dari periode perinatal,0,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,"Malformasi kongenital, deformasi dan kelainan chromosom",3,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",60,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,"Keracunan, cedera dan beberapa penyebab yang dari luar",50,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Penyebab morbiditas dan kematian eksternal,3,-7.2715069,112.72002732026792
Surabaya Selatan,Sawahan,Puskesmas Banyu Urip,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,428,-7.2715069,112.72002732026792
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit Infeksi dan parasit,170,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Neoplasma,22,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,6,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,"Endokrin, nutrisi dan gangguan metabolik",87,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Gangguan jiwa dan perilaku,20,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit yang mengenai sistem syaraf,64,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit mata dan adnexa,93,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit telinga dan mastoid,56,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit pada sistem sirkulasi,100,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit pada sistem pernafasan,637,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit pada sistem pencernaan,862,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit pada kulit dan jaringan subcutaneous,144,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit pada sistem musculoskletal,247,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyakit pada sistem saluran kemih dan genital,76,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Kehamilan dan kelahiran,35,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Keadaan yang berasal dari periode perinatal,1,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,"Malformasi kongenital, deformasi dan kelainan chromosom",2,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",207,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,"Keracunan, cedera dan beberapa penyebab yang dari luar",68,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Penyebab morbiditas dan kematian eksternal,1,-7.226615000000001,112.60633141090332
Surabaya Barat,Pakal,Puskesmas Benowo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,747,-7.226615000000001,112.60633141090332
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit Infeksi dan parasit,142,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Neoplasma,10,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,5,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,"Endokrin, nutrisi dan gangguan metabolik",157,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Gangguan jiwa dan perilaku,2,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit yang mengenai sistem syaraf,29,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit mata dan adnexa,43,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit telinga dan mastoid,48,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit pada sistem sirkulasi,241,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit pada sistem pernafasan,534,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit pada sistem pencernaan,533,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit pada kulit dan jaringan subcutaneous,147,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit pada sistem musculoskletal,224,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyakit pada sistem saluran kemih dan genital,46,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Kehamilan dan kelahiran,10,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Keadaan yang berasal dari periode perinatal,0,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,"Malformasi kongenital, deformasi dan kelainan chromosom",1,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",108,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,"Keracunan, cedera dan beberapa penyebab yang dari luar",63,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Penyebab morbiditas dan kematian eksternal,0,-7.2177947,112.76627915520368
Surabaya Utara,Kenjeran,Puskesmas Bulak Banteng,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,281,-7.2177947,112.76627915520368
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit Infeksi dan parasit,168,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Neoplasma,10,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,2,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,"Endokrin, nutrisi dan gangguan metabolik",106,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Gangguan jiwa dan perilaku,11,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit yang mengenai sistem syaraf,26,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit mata dan adnexa,92,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit telinga dan mastoid,37,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit pada sistem sirkulasi,106,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit pada sistem pernafasan,519,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit pada sistem pencernaan,298,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit pada kulit dan jaringan subcutaneous,144,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit pada sistem musculoskletal,181,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyakit pada sistem saluran kemih dan genital,33,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Kehamilan dan kelahiran,2,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Keadaan yang berasal dari periode perinatal,2,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,"Malformasi kongenital, deformasi dan kelainan chromosom",0,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",74,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,"Keracunan, cedera dan beberapa penyebab yang dari luar",57,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Penyebab morbiditas dan kematian eksternal,0,-7.277351550000001,112.73410309766004
Surabaya Pusat,Tegalsari,Puskesmas Dr. Soetomo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,179,-7.277351550000001,112.73410309766004
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit Infeksi dan parasit,138,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Neoplasma,31,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,8,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,"Endokrin, nutrisi dan gangguan metabolik",61,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Gangguan jiwa dan perilaku,4,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit yang mengenai sistem syaraf,20,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit mata dan adnexa,104,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit telinga dan mastoid,28,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit pada sistem sirkulasi,129,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit pada sistem pernafasan,555,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit pada sistem pencernaan,527,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit pada kulit dan jaringan subcutaneous,147,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit pada sistem musculoskletal,291,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyakit pada sistem saluran kemih dan genital,46,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Kehamilan dan kelahiran,9,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Keadaan yang berasal dari periode perinatal,0,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,"Malformasi kongenital, deformasi dan kelainan chromosom",1,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",245,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,"Keracunan, cedera dan beberapa penyebab yang dari luar",52,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Penyebab morbiditas dan kematian eksternal,1,-7.2832360000000005,112.71222568060509
Surabaya Selatan,Dukuh Pakis,Puskesmas Dukuh Kupang,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,377,-7.2832360000000005,112.71222568060509
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit Infeksi dan parasit,181,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Neoplasma,5,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,2,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,"Endokrin, nutrisi dan gangguan metabolik",71,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Gangguan jiwa dan perilaku,6,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit yang mengenai sistem syaraf,24,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit mata dan adnexa,52,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit telinga dan mastoid,43,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit pada sistem sirkulasi,72,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit pada sistem pernafasan,618,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit pada sistem pencernaan,344,-7.2393518,112.71726505000001
Surabaya Utara,Krembangan,Puskesmas Dupak,Penyakit pada kulit dan jaringan subcutaneous,136,-7.2393518,112.71726505000001
